7.50974	0.1555854
7.42516	0.1544826
7.40832	0.153674
7.37985	0.1525562
7.34918	0.1526326
7.3099	0.1520266
7.28258	0.1510188
7.09911	0.1480792
7.1092	0.1468546
7.11787	0.1483528
7.02315	0.1464828
6.94556	0.144025
6.93227	0.143762
6.90982	0.1432204
6.93017	0.1435146
6.92517	0.1443258
6.94744	0.144853
6.9949	0.1458846
7.00501	0.1457096
7.0316	0.1462472
7.05305	0.1457256
7.03588	0.145498
7.08838	0.1468908
7.09879	0.1471028
7.07346	0.1471422
7.12032	0.1472926
7.20303	0.1491952
7.23746	0.1503438
7.29574	0.1506966
7.35098	0.1531886
7.37816	0.1525404
7.49838	0.1550896
7.61592	0.157637
7.7975	0.162283
7.95989	0.1656488
8.1354	0.1688392
8.3424	0.1722464
8.49881	0.1759202
8.58288	0.177969
8.60505	0.1790056
8.56246	0.1772978
8.44624	0.1746642
8.3886	0.1741478
8.36193	0.173282
8.31847	0.1727054
8.36821	0.174031
8.37538	0.1729894
8.37384	0.1735998
8.38184	0.1728968
8.43801	0.1756866
8.37227	0.1736974
8.27298	0.1720496
8.21899	0.1700198
8.17272	0.1694928
8.30207	0.1713372
8.51297	0.175676
8.78065	0.1817722
8.75517	0.1805826
8.63294	0.1785892
8.46676	0.1751202
8.238	0.171557
8.04802	0.1686336
7.99633	0.166449
8.07023	0.1691214
8.15359	0.1709496
8.25352	0.1725918
8.43929	0.1767904
8.85072	0.1876618
9.16332	0.1934418
9.47941	0.2006504
9.64429	0.2059444
9.87642	0.2109248
10.14981	0.2165534
10.41761	0.2217028
10.54022	0.2249906
10.47416	0.2244184
10.2383	0.2186338
9.89167	0.2106042
9.6501	0.206451
9.61656	0.2050028
9.44403	0.2021178
9.20726	0.1962288
8.84455	0.1892736
8.23427	0.176669
7.61665	0.1636982
6.60113	0.1416622
6.23436	0.1342356
5.64112	0.1208716
5.45763	0.1166296
5.77177	0.1228702
6.62704	0.1401866
7.91801	0.168488
8.8099	0.1878716
10.34939	0.2207056
11.36988	0.2430516
11.81813	0.2527098
11.83273	0.2536142
11.72509	0.2492996
11.63145	0.2488016
11.67801	0.2490376
11.70522	0.250214
11.61987	0.2482572
11.62679	0.2490502
11.59595	0.2465334
11.65862	0.2484644
11.69682	0.248506
11.73155	0.2503796
11.64003	0.2495628
11.49178	0.2442812
11.56402	0.2462594
11.58757	0.2483232
11.55756	0.2461042
11.53964	0.2472962
11.53929	0.2459814
11.59836	0.2465998
11.62016	0.2483178
11.57468	0.2479792
11.665	0.248034
11.696	0.2490224
11.63951	0.2489016
11.63857	0.2488376
11.67639	0.2487248
11.60597	0.2483936
11.66336	0.2500616
11.60316	0.2481986
11.57769	0.2477346
11.59771	0.2477546
11.49065	0.2450054
11.54733	0.2466852
11.55283	0.2457356
11.5886	0.246926
11.65574	0.2482758
11.67193	0.250193
11.6538	0.2476626
11.61942	0.2482704
11.64008	0.2480536
11.68832	0.2504878
11.76638	0.2501756
11.76733	0.2519134
11.7395	0.249313
11.74408	0.251564
11.71036	0.249221
11.74561	0.251522
11.72378	0.2506812
11.76545	0.2509074
11.70911	0.2499114
11.60104	0.2471394
11.60056	0.2468786
11.61904	0.2476838
11.67293	0.2489854
11.6473	0.24814
11.79267	0.2510186
11.81565	0.2533008
11.7481	0.2516366
11.73624	0.2511216
11.7355	0.2498116
11.78216	0.2521434
11.75594	0.2506124
11.81753	0.252335
11.74633	0.249598
11.72297	0.250317
11.75759	0.2500924
11.81379	0.2517026
11.86115	0.2522866
11.88588	0.2545844
11.82545	0.2516216
11.81411	0.2508588
11.79179	0.2504368
11.70119	0.2503158
11.82934	0.2516662
11.95129	0.254651
11.88626	0.2534752
11.866	0.2521006
11.88524	0.253864
11.85763	0.2540352
11.8337	0.2532326
11.81408	0.2530966
11.83448	0.2524586
11.8231	0.2533472
11.82063	0.252374
11.83848	0.252359
11.84084	0.2531954
11.79401	0.2511834
11.78777	0.2524464
11.80643	0.251047
11.80169	0.2512698
11.81208	0.2509568
11.85624	0.2540958
11.82544	0.2519798
11.88364	0.2537336
11.81221	0.251593
11.85087	0.2536636
11.83707	0.2527966
11.89286	0.2535318
11.8382	0.2520728
11.83736	0.2527608
11.80858	0.2510456
11.73195	0.2511226
11.71623	0.2502646
11.76115	0.2500144
11.72494	0.2493662
